url_length,has_ip,subdomain_count,dot_count,hyphen_count,at_symbol,double_slash_redirecting,prefix_suffix,shortening_service,suspicious_tld,digit_count,letter_count,special_char_count,entropy,has_https,domain_age_days,has_dns_record,num_external_links,num_internal_links,has_form,num_scripts,num_iframes,has_login_form,suspicious_keywords_count,label
22,0,1,2,0,0,0,0,0,0,0,17,5,3.51602764126623,0,-1,0,0,0,0,0,0,0,0,0
70,0,1,3,0,0,0,0,0,0,0,60,10,4.425591860285231,0,-1,1,0,0,0,0,0,0,0,1
64,0,1,3,1,0,0,0,0,0,0,51,13,4.347274413893479,0,-1,1,0,0,0,3,0,0,0,1
68,0,1,3,1,0,0,0,0,0,0,55,13,4.568957238806496,0,-1,1,0,0,1,0,0,0,4,1
46,0,1,3,0,0,0,0,0,0,1,37,8,4.224117662343593,1,-1,0,0,0,0,0,0,0,0,0
45,0,1,2,1,0,0,0,0,0,0,38,7,4.224751985026256,1,-1,1,0,0,0,0,0,0,0,0
41,0,1,2,0,0,0,0,0,0,0,33,8,4.183430895168873,0,-1,0,0,0,0,0,0,0,0,1
167,0,1,2,1,0,0,0,0,0,24,135,8,5.45883926910932,0,-1,0,0,0,0,0,0,0,0,1
128,0,3,4,1,0,0,0,0,0,28,81,19,4.865720340660783,1,-1,0,0,0,0,0,0,0,0,1
22,0,1,2,0,0,0,0,0,0,2,14,6,3.663532754804254,1,-1,1,212,0,1,23,1,0,1,0
73,0,1,3,0,0,0,0,0,0,11,49,13,5.121685265030196,0,-1,0,0,0,0,0,0,0,0,1
74,0,1,3,0,0,0,0,0,0,6,51,17,4.635081832331412,0,-1,1,0,0,0,0,0,0,0,0
27,0,1,2,0,0,0,0,0,0,0,21,6,3.606015279620733,1,-1,0,0,0,0,0,0,0,0,0
34,0,1,2,1,0,0,0,0,0,1,26,7,4.175123135113461,1,-1,1,0,0,0,0,0,0,0,1
40,0,1,2,0,0,0,0,0,0,0,34,6,4.108694969562841,0,-1,1,0,0,0,0,0,0,0,0
68,0,3,4,0,0,0,0,0,0,7,52,9,4.469620657892327,0,-1,1,0,0,0,0,0,0,0,1
31,0,1,2,2,0,0,1,0,0,0,23,8,4.106949132758152,1,-1,0,0,0,0,0,0,0,0,0
42,0,1,3,2,0,0,1,0,0,0,33,9,4.094000160564931,0,-1,0,0,0,0,0,0,0,0,0
41,0,1,2,0,0,0,0,0,0,0,33,8,4.247557492317427,1,-1,1,0,0,0,0,0,0,0,0
38,0,0,1,1,0,0,0,0,0,0,30,8,4.198603750787606,0,-1,0,0,0,0,0,0,0,0,0
100,0,1,3,1,0,0,0,0,0,23,64,13,4.784240136070536,0,-1,0,0,0,0,0,0,0,0,1
38,0,1,2,0,0,0,0,1,0,0,33,5,3.988077434998132,0,-1,0,0,0,0,0,0,0,0,0
71,0,0,3,2,0,1,0,0,0,1,56,14,4.084685550981706,1,-1,0,0,0,0,0,0,0,0,1
29,0,1,2,0,0,0,0,1,0,2,22,5,3.978333581185264,0,-1,0,0,0,0,0,0,0,0,1
73,0,1,3,1,0,0,1,0,0,18,46,9,4.718590443588818,0,-1,0,0,0,0,0,0,0,0,1
152,0,1,2,20,0,0,0,0,0,0,126,26,4.417648855839261,1,-1,1,0,0,0,0,0,0,0,0
42,0,1,2,2,0,0,0,0,0,0,34,8,3.9284140071748546,0,-1,0,0,0,0,0,0,0,0,1
77,0,0,1,0,0,0,0,0,0,21,49,7,4.721413573685927,0,-1,1,0,0,0,0,0,0,0,1
98,0,1,6,2,0,0,0,0,0,0,84,14,4.341238611130359,1,-1,0,0,0,0,0,0,0,0,1
19,0,0,2,0,0,0,0,0,0,0,14,5,3.7216117239699,0,-1,0,0,0,0,0,0,0,0,0
629,0,1,2,8,0,0,0,0,0,108,498,23,5.965198780580716,0,-1,1,0,0,0,0,0,0,0,1
65,0,1,2,3,0,0,0,0,0,0,55,10,4.356511275528548,0,-1,0,0,0,0,0,0,0,0,0
23,0,1,2,0,0,0,0,0,0,0,17,6,3.849223912390625,1,-1,0,0,0,0,0,0,0,0,0
29,0,1,2,0,0,0,0,0,0,0,23,6,3.926272374139508,1,-1,1,0,39,1,35,1,0,0,0
125,0,3,4,1,0,0,0,0,0,23,83,19,4.722655765355769,0,-1,1,0,0,0,0,0,0,0,1
66,0,1,3,1,0,0,0,0,0,0,54,12,4.069852074588732,0,-1,0,0,0,0,0,0,0,0,1
25,0,1,2,0,0,0,0,0,0,2,17,6,3.6128786893420304,1,-1,0,0,0,0,0,0,0,0,0
24,0,1,3,0,0,0,0,0,0,0,17,7,3.709147917027245,1,-1,1,80,0,1,23,0,0,0,0
163,0,4,6,0,0,0,0,0,0,26,121,16,5.43099422310018,0,-1,0,0,0,0,0,0,0,0,1
39,0,1,2,0,0,0,0,0,0,3,30,6,3.9872178475009488,0,-1,0,0,0,0,0,0,0,0,1
123,0,1,2,0,0,0,0,0,0,40,64,19,5.196171571741552,1,-1,1,0,0,0,10,0,0,0,1
56,0,3,5,2,0,0,0,1,0,9,36,11,4.496924958035209,1,-1,1,0,0,0,0,0,0,0,1
51,0,1,2,3,0,0,0,0,0,0,41,10,4.429600283437102,0,-1,0,0,0,0,0,0,0,0,0
32,0,0,1,1,0,0,1,0,0,0,25,7,3.902518266288633,0,-1,1,1,167,1,38,0,0,0,1
42,0,0,2,0,0,0,0,0,0,2,32,8,4.130562221357547,0,-1,0,0,0,0,0,0,0,0,1
29,0,1,2,0,0,0,0,0,0,2,22,5,4.1162646156680225,0,-1,1,0,0,0,0,0,0,0,0
91,0,0,2,0,0,0,0,0,0,9,66,16,4.58035127257673,1,-1,0,0,0,0,0,0,0,0,0
128,0,3,4,1,0,0,0,0,0,15,94,19,4.751134982402209,1,-1,0,0,0,0,0,0,0,0,1
24,0,0,1,0,0,0,0,0,0,2,16,6,3.6572682296173897,0,-1,0,0,0,0,0,0,0,0,1
56,0,1,2,3,0,0,0,0,0,0,46,10,4.349341698990737,0,-1,1,9,52,1,19,0,0,0,0
66,0,1,3,0,0,0,0,0,0,0,55,11,4.546002407395105,0,-1,0,0,0,0,0,0,0,0,0
117,0,3,4,0,0,0,0,0,0,19,80,18,4.743592319808227,0,-1,0,0,0,0,0,0,0,0,1
90,0,1,3,5,0,0,0,0,0,5,73,12,4.320205398680322,0,-1,1,77,6,0,53,1,0,6,0
70,0,0,1,7,0,0,0,0,0,0,56,14,4.388361818902569,1,-1,1,6,4,0,26,1,0,1,0
111,0,0,4,1,0,0,0,0,0,12,84,15,4.7417778624989975,0,-1,0,0,0,0,0,0,0,0,1
45,0,1,2,0,0,0,0,0,0,0,35,10,4.354936219469004,0,-1,0,0,0,0,0,0,0,0,0
49,0,1,2,2,0,0,0,0,0,0,40,9,4.1304433960907065,1,-1,1,271,0,1,22,0,0,15,0
47,0,1,2,2,0,0,0,0,0,4,35,8,4.4265133195786195,0,-1,0,0,0,0,0,0,0,0,1
126,0,3,4,1,0,0,0,0,0,18,89,19,4.675618810673649,1,-1,1,0,0,0,0,0,0,0,1
33,0,1,2,0,0,0,0,0,0,3,24,6,4.233639952626228,1,-1,0,0,0,0,0,0,0,0,1
144,0,0,1,7,0,0,0,0,0,30,93,21,4.643023723115386,0,-1,0,0,0,0,0,0,0,0,1
34,0,1,2,0,0,0,0,0,0,0,28,6,4.02085512047121,1,-1,0,0,0,0,0,0,0,0,0
25,0,0,2,0,0,0,0,0,0,0,19,6,3.7336606896881848,1,-1,0,0,0,0,0,0,0,0,0
159,0,0,3,2,0,0,0,0,0,5,128,26,4.7658294441517235,0,-1,0,0,0,0,0,0,0,0,1
102,0,1,2,7,0,0,0,0,0,6,79,17,4.821601779987788,0,-1,1,0,1,0,41,1,0,0,0
57,0,2,4,3,0,0,0,0,0,1,45,11,4.3277944011503395,1,-1,0,0,0,0,0,0,0,0,1
35,0,1,3,0,0,0,0,0,0,0,28,7,4.050013373778755,1,-1,0,0,0,0,0,0,0,0,0
71,0,1,2,1,0,0,0,0,0,0,60,11,4.0363944815749555,0,-1,0,0,0,0,0,0,0,0,1
36,0,1,2,0,0,0,0,1,0,0,30,6,4.016875695766563,1,-1,0,0,0,0,0,0,0,0,0
92,0,1,3,0,0,0,0,0,0,13,65,14,5.30819741770783,1,-1,1,0,0,0,9,0,0,1,1
32,0,1,2,0,0,0,0,0,0,0,26,6,3.819548827786958,0,-1,1,0,0,0,0,0,0,0,1
32,0,1,2,0,0,0,0,0,0,0,26,6,3.9292292966721747,1,-1,0,0,0,0,0,0,0,0,0
25,0,0,1,0,0,0,0,0,0,3,17,5,4.213660689688184,0,-1,1,0,0,0,0,0,0,0,1
34,0,1,2,0,0,0,0,0,0,0,28,6,3.8780682683455234,1,-1,1,35,13,1,29,0,0,0,0
45,0,1,2,2,0,0,0,0,0,1,35,9,3.8112830317643343,1,-1,0,0,0,0,0,0,0,0,0
28,0,1,2,1,0,0,1,0,0,0,21,7,3.91379956460568,1,-1,1,25,0,1,68,1,0,0,0
76,0,1,2,1,0,0,0,0,0,0,62,14,4.084814976093489,0,-1,0,0,0,0,0,0,0,0,1
124,0,4,5,0,0,0,0,0,0,28,77,19,4.846700295503839,1,-1,0,0,0,0,0,0,0,0,1
40,0,1,2,1,0,0,0,0,0,8,26,6,4.53418371977919,0,-1,0,0,0,0,0,0,0,0,0
44,0,0,1,0,0,0,0,0,0,1,36,7,4.144106550888951,0,-1,0,0,0,0,0,0,0,0,1
75,0,3,4,3,0,0,0,1,0,0,60,15,4.177328825158426,0,-1,1,0,0,0,0,0,0,0,1
238,0,1,2,1,0,0,0,0,0,46,164,28,5.032718743362464,0,-1,0,0,0,0,0,0,0,0,1
67,0,0,2,2,0,0,1,0,0,4,51,12,4.25019735578989,0,-1,0,0,0,0,0,0,0,0,1
25,0,1,2,0,0,0,0,0,0,0,19,6,3.5132696895151074,0,-1,0,0,0,0,0,0,0,0,0
74,0,1,3,1,0,0,0,1,0,0,62,12,4.217909326881724,1,-1,0,0,0,0,0,0,0,0,0
70,0,1,2,1,0,0,0,0,0,4,54,12,4.302278511060241,0,-1,0,0,0,0,0,0,0,0,1
23,0,0,1,0,0,0,0,0,0,0,18,5,3.7622673906514947,1,-1,0,0,0,0,0,0,0,0,0
52,0,1,2,2,0,0,0,0,0,0,42,10,4.159802527016963,1,-1,1,18,145,0,20,5,0,0,0
69,0,0,2,1,0,0,0,0,0,0,58,11,4.2340017187185435,1,-1,0,0,0,0,0,0,0,0,1
26,0,1,2,0,0,0,0,0,0,0,20,6,3.9500637564362093,1,-1,0,0,0,0,0,0,0,0,0
45,0,3,4,2,0,0,0,1,0,3,32,10,4.266977196801592,1,-1,1,0,0,0,0,0,0,0,1
45,0,0,2,0,0,0,0,1,0,0,37,8,4.002173931003955,0,-1,0,0,0,0,0,0,0,0,1
33,0,1,2,0,0,0,0,1,0,0,28,5,3.9912157102019847,0,-1,0,0,0,0,0,0,0,0,1
25,0,1,2,0,0,0,0,0,0,0,19,6,4.023465189601645,0,-1,0,0,0,0,0,0,0,0,0
72,0,1,3,1,0,0,0,0,0,6,52,14,4.567145967883179,0,-1,1,6,1,1,10,0,0,0,0
17,0,0,1,0,0,0,0,0,0,0,13,4,3.4548223999466066,0,-1,0,0,0,0,0,0,0,0,0
57,0,2,5,0,0,0,0,0,0,2,46,9,4.26911057715128,0,-1,1,0,0,0,0,0,0,0,1
64,0,1,3,0,0,0,0,0,0,2,51,11,4.386587797403417,0,-1,1,1,0,0,1,1,0,0,1
33,0,1,2,0,0,0,0,0,0,0,27,6,3.937444876540854,1,-1,1,2,0,1,11,0,0,6,0
56,0,1,2,1,0,0,1,0,0,0,48,8,4.229130986207537,0,-1,1,0,0,1,5,0,0,0,0
27,0,1,2,0,0,0,0,0,0,0,21,6,3.7541634277688813,1,-1,0,0,0,0,0,0,0,0,0
227,0,1,4,0,0,0,0,0,0,72,136,19,4.842255442258727,1,-1,0,0,0,0,0,0,0,0,1
50,0,1,3,0,0,0,0,0,0,4,36,10,4.267976439385299,0,-1,1,0,0,0,0,0,0,0,0
38,0,1,2,1,0,0,0,0,0,0,30,8,4.260828171224455,1,-1,1,18,111,1,5,1,1,6,0
35,0,1,2,0,0,0,0,1,0,0,29,6,3.797020431713803,1,-1,1,0,0,0,0,0,0,0,1
21,0,0,1,0,0,0,0,0,0,0,16,5,3.6537567082870006,1,-1,0,0,0,0,0,0,0,0,1
20,0,0,2,1,0,0,1,0,0,0,14,6,3.446439344671015,0,-1,0,0,0,0,0,0,0,0,1
103,0,1,2,2,0,0,1,0,0,5,82,16,4.588498464410221,1,-1,0,0,0,0,0,0,0,0,1
75,0,0,3,0,1,0,0,0,0,0,62,13,4.448819278677647,1,-1,0,0,0,0,0,0,0,0,1
31,0,1,2,0,0,0,0,0,0,0,25,6,4.106949132758152,1,-1,0,0,0,0,0,0,0,0,0
51,0,1,3,4,0,0,1,1,0,0,40,11,4.140288763786837,0,-1,1,11,45,0,20,2,0,1,0
121,0,1,2,2,0,0,0,1,0,8,95,18,5.219154535433705,1,-1,0,0,0,0,0,0,0,0,1
55,0,1,3,1,0,0,0,1,0,0,45,10,4.09947801417888,1,-1,0,0,0,0,0,0,0,0,0
75,0,1,3,0,0,0,0,0,0,18,49,8,4.6553084442512835,0,-1,0,0,0,0,0,0,0,0,1
48,0,1,2,3,0,0,0,0,0,0,38,10,4.16540071973329,0,-1,0,0,0,0,0,0,0,0,0
77,0,1,3,2,0,0,1,0,0,4,57,16,4.489071815089426,1,-1,0,0,0,0,0,0,0,0,0
25,0,1,2,0,0,0,0,0,0,0,19,6,4.023465189601645,0,-1,0,0,0,0,0,0,0,0,0
77,0,1,2,0,0,0,0,0,0,14,55,8,4.507590282170212,1,-1,0,0,0,0,0,0,0,0,1
49,0,0,2,0,0,0,0,0,0,0,41,8,4.22208064090036,0,-1,0,0,0,0,0,0,0,0,0
41,0,1,2,0,0,0,0,0,0,0,34,7,4.247557492317426,0,-1,0,0,0,0,0,0,0,0,1
53,0,0,2,0,0,0,0,0,0,3,41,9,4.236683427399852,0,-1,1,4,2,1,10,1,0,0,1
121,0,1,2,3,0,0,0,0,0,17,88,16,5.014568688308387,1,-1,0,0,0,0,0,0,0,0,1
32,0,1,2,0,0,0,0,0,0,0,26,6,4.030639062229566,0,-1,1,7,0,0,10,0,0,0,0
52,0,1,2,1,0,0,0,0,0,0,43,9,4.117003248378835,0,-1,1,60,69,0,33,1,0,3,0
52,0,1,3,0,0,0,0,0,0,0,43,9,4.1189237381886405,0,-1,0,0,0,0,0,0,0,0,1
65,0,1,3,2,0,0,0,1,0,0,53,12,4.708766613255314,0,-1,0,0,0,0,0,0,0,0,0
36,0,1,2,0,0,0,0,1,0,1,30,5,4.062305474194334,0,-1,1,6,0,1,7,0,0,0,1
47,0,1,3,0,0,0,0,0,0,0,40,7,4.087871894878754,0,-1,0,0,0,0,0,0,0,0,0
45,0,0,2,0,0,0,0,0,0,1,36,8,4.017659842382177,0,-1,0,0,0,0,0,0,0,0,1
133,0,1,2,2,0,0,0,1,0,9,102,22,5.499328373226066,1,-1,0,0,0,0,0,0,0,0,1
69,0,1,2,4,0,0,0,0,0,5,50,14,4.428954668199462,0,-1,1,40,12,1,61,0,0,1,0
36,0,1,2,0,0,0,0,0,0,0,29,7,4.0860486123130375,0,-1,0,0,0,0,0,0,0,0,0
33,0,1,2,1,0,0,0,0,0,0,27,6,4.165013816065913,1,-1,0,0,0,0,0,0,0,0,1
38,0,1,2,1,0,0,0,0,0,5,26,7,4.293594289588575,1,-1,1,0,0,0,0,0,0,0,1
39,0,0,1,0,0,0,0,0,0,0,32,7,3.9746479758170237,0,-1,0,0,0,0,0,0,0,0,1
61,0,1,2,4,0,0,0,0,0,6,45,10,4.477799788659758,1,-1,0,0,0,0,0,0,0,0,0
23,0,1,2,0,0,0,0,0,0,0,17,6,3.7622673906514947,0,-1,0,0,0,0,0,0,0,0,0
25,0,1,2,0,0,0,0,0,0,0,20,5,3.973660689688185,0,-1,0,0,0,0,0,0,0,0,0
19,0,0,1,0,0,0,0,0,0,0,14,5,3.7474130395316396,1,-1,0,0,0,0,0,0,0,0,1
55,0,1,3,4,0,0,1,0,0,0,44,11,4.231207332321362,0,-1,1,74,0,0,27,3,0,0,0
63,0,1,3,2,0,0,0,0,0,0,54,9,4.1395904392012275,1,-1,0,0,0,0,0,0,0,0,0
50,0,0,1,1,0,0,1,0,0,0,43,7,4.1361746300696405,0,-1,0,0,0,0,0,0,0,0,1
45,0,0,2,0,0,0,0,0,0,2,36,7,4.144537752260993,0,-1,0,0,0,0,0,0,0,0,1
44,0,1,2,0,0,0,0,0,0,0,37,7,4.135234743489788,0,-1,1,36,3,1,26,1,0,0,0
65,0,1,3,0,0,0,0,0,0,0,55,10,4.1430604604373595,0,-1,0,0,0,0,0,0,0,0,0
39,0,1,3,1,0,0,0,0,0,0,30,9,4.028490680178816,0,-1,1,0,0,1,12,0,0,0,1
67,0,1,3,1,0,0,0,0,0,0,58,9,4.41095705628492,1,-1,0,0,0,0,0,0,0,0,0
77,0,0,1,0,0,0,0,0,0,17,53,7,4.433440854318955,0,-1,0,0,0,0,0,0,0,0,1
69,0,1,3,2,0,0,0,0,0,3,55,11,4.465044885528057,0,-1,1,2,0,1,16,0,0,1,0
35,0,0,1,3,0,0,1,0,0,0,27,8,3.9900172174899016,0,-1,0,0,0,0,0,0,0,0,1
28,0,1,2,0,0,0,0,0,0,0,22,6,3.797902689682947,1,-1,1,27,7,1,21,0,0,14,0
32,0,1,2,0,0,0,0,0,0,2,25,5,4.140319531114783,0,-1,0,0,0,0,0,0,0,0,1
37,0,1,2,0,0,0,0,0,0,0,30,7,4.003259028248121,1,-1,1,0,0,0,0,0,0,0,0
36,0,1,2,1,0,0,0,0,0,0,29,7,3.842857292808497,1,-1,0,0,0,0,0,0,0,0,1
36,0,0,1,1,0,0,0,0,0,0,29,7,4.041336376912015,1,-1,1,0,0,0,0,0,0,0,0
96,0,1,2,6,0,0,0,0,0,0,83,13,4.097671930758878,0,-1,0,0,0,0,0,0,0,0,0
25,0,1,2,0,0,0,0,0,0,0,19,6,3.753269689515107,1,-1,0,0,0,0,0,0,0,0,0
51,0,0,1,3,0,0,0,0,0,0,42,9,3.9530021170359873,0,-1,1,42,80,1,74,0,0,1,0
41,0,0,1,0,0,0,0,0,0,0,35,6,3.948419382403027,1,-1,0,0,0,0,0,0,0,0,0
69,0,3,4,0,0,0,0,0,0,5,55,9,4.718475137963169,0,-1,0,0,0,0,0,0,0,0,1
27,0,0,1,0,0,0,0,0,0,4,17,6,3.8100810205217313,0,-1,0,0,0,0,0,0,0,0,0
85,0,0,2,1,0,0,0,0,0,0,71,14,4.247948473388077,0,-1,1,0,0,0,0,0,0,0,1
58,0,2,5,0,0,0,0,0,0,2,46,10,4.265213057065438,0,-1,0,0,0,0,0,0,0,0,1
44,0,2,3,0,0,0,0,1,0,0,37,7,4.056054210413333,0,-1,1,13,0,0,9,0,0,0,1
32,0,1,2,0,0,0,0,0,0,0,26,6,4.007048827786958,1,-1,1,2,1122,1,12,0,0,38,0
54,0,1,3,0,0,0,0,0,0,0,45,9,4.366114938095118,1,-1,0,0,0,0,0,0,0,0,0
84,0,1,3,6,0,0,0,0,0,0,71,13,4.417157863275964,0,-1,0,0,0,0,0,0,0,0,0
23,0,1,2,0,0,0,0,0,0,0,17,6,3.6211755429194716,0,-1,0,0,0,0,0,0,0,0,0
15,0,0,1,0,0,0,0,0,0,0,10,5,3.32323142879762,0,-1,0,0,0,0,0,0,0,0,0
43,0,1,2,0,0,0,0,0,0,0,36,7,4.408254580031926,1,-1,0,0,0,0,0,0,0,0,0
45,0,1,3,0,0,0,0,0,0,0,37,8,4.077436640957574,0,-1,0,0,0,0,0,0,0,0,0
62,0,0,1,0,0,0,0,0,0,23,32,7,4.621467431627347,0,-1,0,0,0,0,0,0,0,0,1
25,0,1,2,0,0,0,0,0,0,0,19,6,3.863465189601646,0,-1,0,0,0,0,0,0,0,0,0
90,0,1,2,7,0,0,0,0,0,0,76,14,4.2733558416324735,1,-1,0,0,0,0,0,0,0,0,0
