url_length,has_ip,subdomain_count,dot_count,hyphen_count,at_symbol,double_slash_redirecting,prefix_suffix,shortening_service,suspicious_tld,digit_count,letter_count,special_char_count,entropy,has_https,domain_age_days,has_dns_record,num_external_links,num_internal_links,has_form,num_scripts,num_iframes,has_login_form,suspicious_keywords_count,label
29,0,1,2,0,0,0,0,0,0,0,23,6,3.853863219997788,1,-1,1,303,0,0,97,0,0,0,0
119,0,1,4,1,0,0,0,0,0,1,100,18,4.541303344505569,0,-1,1,0,0,0,0,0,0,0,1
59,0,1,2,0,0,0,0,0,0,4,46,9,4.348685533022554,1,-1,1,5,18,0,16,0,0,12,0
54,0,0,2,2,0,0,0,0,0,0,46,8,4.233795548692774,0,-1,1,36,22,1,3,2,0,97,0
151,0,0,3,1,1,0,0,0,0,41,101,9,5.1182175492354895,0,-1,0,0,0,0,0,0,0,0,1
84,0,1,3,5,0,0,0,0,0,3,67,14,4.355023566265563,0,-1,1,8,82,1,69,1,0,12,0
55,0,0,3,1,0,0,0,0,0,0,44,11,4.381473923348459,0,-1,1,1,30,0,27,0,0,0,1
18,0,0,1,0,0,0,0,0,0,0,13,5,3.3082708345352603,1,-1,1,8,25,1,36,1,0,0,0
39,0,1,2,0,0,0,0,0,0,0,33,6,4.060416641661804,1,-1,1,0,0,0,83,0,0,0,0
28,0,1,2,1,0,0,1,0,0,0,21,7,3.8962915290459277,1,-1,1,9,2,1,89,0,0,5,0
32,0,1,3,1,0,0,1,0,0,0,24,8,3.8431390622295662,0,-1,1,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,12,4,3.5,0,-1,1,136,73,1,28,0,0,0,0
23,0,0,1,0,0,0,0,0,0,0,17,6,3.708132064658602,0,-1,1,0,0,0,1,0,0,0,1
29,0,1,3,0,0,0,0,0,0,0,22,7,3.9952378913808873,0,-1,1,0,0,0,3,0,0,0,0
29,0,1,2,0,0,0,0,0,0,0,23,6,3.9262723741395082,1,-1,0,0,0,0,0,0,0,0,1
41,0,1,2,0,0,0,0,0,0,0,34,7,4.11073699294092,1,-1,1,16,1,1,9,0,0,0,0
22,0,0,1,0,0,0,0,1,0,4,13,5,4.027169118440616,1,-1,1,3,0,0,0,0,0,0,1
52,0,1,3,0,0,0,0,0,0,2,40,10,4.635361295347743,0,-1,0,0,0,0,0,0,0,0,1
38,0,1,3,0,0,0,0,0,0,1,27,10,3.9182084341546157,0,-1,1,0,0,0,0,0,0,0,1
30,0,1,3,0,0,0,0,0,0,0,23,7,4.0062389286533895,1,-1,1,1,3,0,143,0,0,0,0
76,0,3,4,1,0,0,0,0,0,8,58,10,4.409893507236863,0,-1,1,0,0,0,0,0,0,0,1
430,1,0,24,0,1,1,0,0,0,17,314,99,4.7147887327312095,0,-1,0,0,0,0,0,0,0,0,1
37,0,1,2,0,0,0,0,1,0,0,31,6,3.848249906801916,0,-1,1,6,0,0,30,0,0,0,0
73,0,1,3,5,0,0,0,0,0,5,56,12,4.385756848415241,0,-1,1,0,0,0,0,0,0,0,0
56,0,1,2,0,0,0,0,0,0,6,39,11,4.7334448240680045,0,-1,1,0,0,0,1,0,0,0,1
70,0,0,1,7,0,0,0,0,0,0,56,14,4.388361818902569,1,-1,1,6,4,0,26,1,0,1,0
70,0,1,3,0,0,0,0,0,0,0,60,10,4.425591860285231,0,-1,1,0,0,0,0,0,0,0,1
52,0,1,2,1,0,0,0,0,0,4,39,9,4.38815450741941,0,-1,1,4,21,1,30,1,0,8,0
31,0,1,2,1,0,0,1,0,0,0,24,7,3.8403471164197516,1,-1,1,17,98,1,4,0,1,5,0
90,0,1,4,0,0,0,0,1,0,22,57,11,4.598093131678854,1,-1,1,0,0,0,2,0,0,0,1
45,0,1,3,0,0,0,0,0,0,7,29,9,4.320096297369663,0,-1,1,22,2,1,15,0,0,0,0
55,0,1,3,0,0,0,0,0,0,2,44,9,4.490564832439369,0,-1,1,0,0,0,0,0,0,0,0
65,0,1,3,2,0,0,0,0,0,5,48,12,4.504394113022326,0,-1,0,0,0,0,0,0,0,0,1
41,0,1,2,1,0,0,0,0,0,3,31,7,4.113172736114331,0,-1,0,0,0,0,0,0,0,0,1
71,0,0,2,1,0,0,1,0,0,12,48,11,4.739339154893165,1,-1,0,0,0,0,0,0,0,0,1
83,0,1,2,0,0,0,0,0,0,6,65,12,5.006754715499977,1,-1,1,0,1,0,25,0,0,0,1
73,0,0,1,1,0,0,0,0,0,25,40,8,4.773958169341782,0,-1,1,3,0,0,1,0,0,0,1
44,0,1,2,2,0,0,0,0,0,9,27,8,4.555467129755084,0,-1,0,0,0,0,0,0,0,0,1
114,0,1,4,1,0,1,0,0,0,6,91,17,4.845000791663592,0,-1,1,56,0,1,17,1,0,14,1
127,0,3,4,1,0,0,0,0,0,20,89,18,4.845831026631984,1,-1,1,0,0,0,0,0,0,0,1
99,0,1,4,0,1,0,0,0,0,7,80,12,5.141475560017514,0,-1,0,0,0,0,0,0,0,0,1
56,0,1,2,1,0,0,1,0,0,0,45,11,4.518411895854318,0,-1,1,7,0,0,4,0,0,0,1
51,0,1,3,0,0,0,0,0,0,0,43,8,4.110685332329446,1,-1,1,0,0,0,0,0,0,0,0
51,0,0,5,0,0,0,0,0,0,0,41,10,3.861042196724363,0,-1,1,0,0,0,0,0,0,0,1
40,0,1,2,1,0,0,1,0,0,0,31,9,4.393942707918268,1,-1,1,0,0,0,0,0,0,0,0
33,0,1,3,0,0,0,0,0,0,0,23,10,3.861983513035609,0,-1,1,0,0,0,0,0,0,0,1
88,0,1,2,5,0,0,0,0,0,0,74,14,4.370833399832015,1,-1,1,31,0,1,14,1,0,14,0
122,0,1,2,0,0,0,0,0,0,6,95,21,4.121200690389197,1,-1,1,128,0,1,29,1,0,0,0
53,0,1,3,0,0,0,0,0,0,0,45,8,4.207102361466449,0,-1,1,0,88,1,4,0,0,0,0
46,0,5,6,1,0,0,0,0,0,4,31,11,4.338141847079169,1,-1,1,0,0,0,0,0,0,0,1
36,0,1,2,0,0,0,0,1,0,0,31,5,4.083274571476652,0,-1,1,6,0,1,7,0,0,0,1
31,0,1,2,0,0,0,0,0,0,0,25,6,3.8001821971347023,0,-1,1,24,1,1,10,0,0,13,0
48,0,1,2,2,0,0,0,0,0,0,37,11,4.147593366144262,1,-1,1,7,0,1,15,0,0,0,0
101,0,0,2,0,0,0,0,0,0,0,87,14,4.264700218300117,1,-1,1,0,0,0,0,0,0,0,1
41,0,1,3,0,0,0,0,0,0,0,33,8,4.277926089825634,0,-1,1,0,0,0,0,0,0,0,0
43,0,3,4,0,0,0,0,0,0,4,31,8,4.303830742923251,0,-1,1,0,0,0,0,0,0,0,1
15,0,0,1,0,0,0,0,0,0,0,11,4,3.506890595608518,0,-1,1,6,146,1,69,0,1,0,0
42,0,1,3,3,0,0,0,0,0,3,29,10,4.246151577840245,0,-1,1,1,2687,1,14,0,0,7,0
51,0,0,1,3,0,0,0,0,0,0,42,9,3.9530021170359873,0,-1,1,42,80,1,72,0,0,1,0
48,0,1,3,3,0,0,1,0,0,0,37,11,3.965199876515855,0,-1,1,0,0,0,0,0,0,0,1
49,0,0,1,0,0,0,0,0,0,0,41,8,4.245453029221314,0,-1,1,16,0,1,1,0,0,4,0
25,0,0,1,1,0,0,1,0,0,0,17,8,4.213660689688185,1,-1,1,6,16,0,5,1,0,0,1
49,0,1,2,2,0,0,0,1,0,1,38,10,4.00799441649887,1,-1,1,2,0,0,8,0,0,1,0
48,0,1,3,1,0,0,0,0,0,1,39,8,4.2665414066556515,0,-1,1,39,43,1,31,1,0,0,0
108,0,1,4,1,1,0,0,0,0,4,89,15,4.68675711922719,0,-1,0,0,0,0,0,0,0,0,1
39,0,0,2,0,0,1,0,0,0,0,32,7,4.028490680178816,0,-1,0,0,0,0,0,0,0,0,1
80,0,1,4,3,0,0,0,0,0,0,67,13,4.4995817701478344,0,-1,1,0,0,0,0,0,0,0,0
36,0,1,2,1,0,0,0,0,0,0,29,7,3.9749375012019263,0,-1,1,126,0,1,19,0,0,3,0
28,0,1,2,1,0,0,1,0,0,0,21,7,3.91379956460568,1,-1,1,25,0,1,68,1,0,0,0
33,0,1,2,0,0,0,0,0,0,2,25,6,4.513794876803093,1,-1,1,0,0,0,0,0,0,0,1
23,0,1,3,0,0,0,0,1,0,0,16,7,3.696624999159019,1,-1,1,0,0,0,0,0,0,0,0
77,0,1,2,5,0,0,0,0,0,0,65,12,4.311779809188084,1,-1,1,0,0,0,1,0,0,0,0
342,0,1,5,6,1,0,0,0,0,142,163,37,5.2988521944101725,1,-1,1,0,0,0,0,0,0,0,1
38,0,1,2,1,0,0,0,0,0,5,26,7,4.293594289588575,1,-1,1,0,0,0,0,0,0,0,1
73,0,1,2,5,0,0,0,0,0,0,61,12,4.2945545745150735,0,-1,1,177,0,1,61,1,0,0,0
33,0,1,2,0,0,0,0,0,0,0,26,7,4.12728313431329,1,-1,1,3,4,1,0,0,0,0,0
67,0,1,3,1,0,0,0,0,0,0,55,12,4.139601691100084,0,-1,1,0,0,0,0,0,0,0,1
39,0,1,2,0,0,0,0,0,0,2,30,7,4.201692923824033,1,-1,1,98,21,1,15,1,0,3,0
24,0,1,2,0,0,0,0,0,0,0,18,6,3.8035088547976788,1,-1,1,26,28,1,23,1,0,7,0
26,0,1,2,0,0,0,0,0,0,0,20,6,3.8441065448145375,1,-1,1,130,13,1,24,0,0,2,0
39,0,0,2,0,0,0,0,0,0,5,25,9,4.1604200911461655,1,-1,1,0,0,0,0,0,0,0,0
62,0,2,3,1,0,0,0,0,0,22,32,8,4.758406544460784,0,-1,0,0,0,0,0,0,0,0,1
41,0,0,2,1,0,0,0,0,0,0,33,8,4.241102309232295,0,-1,1,0,0,0,0,0,0,0,1
40,0,1,2,0,0,0,0,1,0,0,34,6,4.043942707918268,1,-1,1,0,0,0,0,0,0,0,1
51,0,1,3,2,0,0,1,0,0,0,42,9,4.18520041193298,0,-1,1,1,3,0,12,1,0,0,0
59,0,1,2,3,0,0,0,1,0,4,43,12,4.427584211531937,1,-1,1,0,0,0,0,0,0,0,0
50,0,1,3,0,0,0,0,0,0,0,41,9,3.921593511005629,1,-1,1,0,0,0,0,0,0,0,0
52,0,1,2,1,0,0,0,0,0,3,41,8,4.079965439170122,0,-1,1,0,0,0,0,0,0,0,1
43,0,0,2,1,0,0,0,0,0,0,35,8,3.9987280573706054,0,-1,1,0,0,0,0,0,0,0,1
94,0,1,3,4,0,0,0,0,0,12,69,13,4.325034001454413,0,-1,1,18,0,0,14,1,0,1,1
60,0,1,4,0,0,0,0,0,0,0,51,9,4.025756904931549,0,-1,1,0,0,0,0,0,0,0,0
18,0,0,1,0,0,0,0,0,0,0,14,4,3.6143694458867563,0,-1,1,17,4,1,6,0,0,2,0
204,0,1,2,1,0,0,0,1,0,27,162,15,5.6343465785242275,1,-1,1,0,0,0,2,0,0,4,1
94,0,2,7,0,1,0,0,1,0,15,65,14,4.688460097983368,1,-1,1,4,0,1,6,0,1,3,1
41,0,3,4,1,0,0,1,0,0,0,32,9,4.043544614839371,0,-1,0,0,0,0,0,0,0,0,1
19,0,1,2,0,0,0,0,0,0,3,10,6,3.576617644908665,0,-1,0,0,0,0,0,0,0,0,1
35,0,0,2,1,0,0,1,0,0,1,27,7,3.9760107890421,0,-1,0,0,0,0,0,0,0,0,1
63,0,0,3,0,0,0,0,0,0,0,53,10,4.163965146396304,0,-1,1,0,0,0,1,0,0,0,1
53,0,1,2,0,0,0,0,0,0,4,40,9,4.284458313732673,0,-1,1,0,0,0,0,0,0,0,1
75,0,3,4,3,0,0,0,1,0,0,60,15,4.177328825158426,0,-1,1,0,0,0,0,0,0,0,1
35,0,1,2,0,0,0,0,0,0,4,26,5,4.272140159802108,1,-1,1,0,0,0,0,0,0,0,1
210,0,1,4,1,0,0,0,0,0,14,159,37,5.335964154987066,1,-1,1,0,0,0,1,0,0,0,1
44,0,0,1,2,0,0,0,0,0,0,37,7,4.0360409258397825,1,-1,1,28,50,1,53,0,0,5,0
150,0,3,5,0,0,0,0,0,0,73,65,12,4.430847778121618,0,-1,0,0,0,0,0,0,0,0,1
39,0,1,3,1,0,0,0,0,0,0,30,9,4.028490680178816,0,-1,1,0,0,1,12,0,0,0,1
64,0,1,2,1,0,0,0,0,0,0,51,13,4.163702445739504,0,-1,1,0,0,0,0,0,0,0,1
106,0,1,4,4,0,0,0,0,0,17,71,18,5.034155776226639,1,-1,1,0,0,0,0,0,0,2,1
34,0,1,2,0,0,0,0,0,0,0,27,7,4.0286393118385755,1,-1,0,0,0,1,8,0,0,1,1
65,0,1,2,0,0,0,0,0,0,0,53,12,4.322314067428179,1,-1,1,0,0,0,0,0,0,0,0
60,0,1,3,1,0,0,0,0,0,2,45,13,4.309416071742446,0,-1,1,9,0,0,9,0,0,0,1
25,0,0,1,0,0,0,0,0,0,0,19,6,3.813660689688185,0,-1,0,0,0,0,0,0,0,0,1
39,0,1,2,0,0,0,0,0,0,5,27,7,4.291687154704211,0,-1,1,0,0,0,0,0,0,0,0
38,0,1,3,1,0,0,1,0,0,0,29,9,4.201231789474708,0,-1,1,0,0,0,0,0,0,0,0
129,0,0,2,1,0,0,0,0,0,3,103,23,5.238177620161939,1,-1,0,0,0,0,0,0,0,0,1
52,0,1,2,2,0,0,0,0,0,0,42,10,4.159802527016963,1,-1,1,18,130,0,20,5,0,0,0
30,1,0,3,0,0,0,0,0,0,11,11,8,3.8980685120588383,0,-1,0,0,0,0,0,0,0,0,1
33,0,1,2,0,0,0,0,0,0,0,27,6,3.861983513035609,1,-1,1,14,82,1,31,0,0,2,0
118,0,1,3,6,0,0,0,0,0,9,94,15,4.554342919025287,0,-1,1,1,7,1,14,0,0,1,0
27,0,0,1,1,0,0,1,0,0,0,22,5,3.8380398168981564,0,-1,1,5,16,1,74,0,0,0,0
78,0,1,3,0,0,0,0,0,0,13,49,16,4.645817969512606,0,-1,1,0,0,0,0,0,0,0,0
35,0,1,2,1,0,0,0,0,0,1,27,7,4.185867302411998,0,-1,1,1,0,0,1,0,0,0,1
32,0,0,1,1,0,0,1,0,0,0,25,7,3.902518266288633,0,-1,1,1,167,1,38,0,0,0,1
64,0,3,5,3,0,0,0,1,0,4,47,13,4.320967001462483,0,-1,1,0,0,0,0,0,0,0,1
38,0,1,2,1,0,0,0,0,0,3,28,7,4.293594289588574,1,-1,1,0,0,0,0,0,0,0,1
24,0,1,3,0,0,0,0,0,0,0,17,7,3.709147917027245,1,-1,1,84,0,1,22,0,0,0,0
68,0,1,3,0,0,0,0,0,0,0,59,9,4.287409488398752,0,-1,1,11,44,0,10,0,0,2,0
126,0,3,4,1,0,0,0,0,0,21,86,19,4.66956877015949,1,-1,1,0,0,0,0,0,0,0,1
41,0,1,2,0,0,0,0,0,0,0,33,8,4.161953223919209,1,-1,1,0,0,0,0,0,0,0,0
48,0,1,2,0,0,0,0,0,0,0,39,9,4.478308011580246,1,-1,1,0,0,0,0,0,0,0,0
29,0,1,2,0,0,0,0,0,0,0,23,6,3.9262723741395074,0,-1,1,9,0,0,17,0,0,0,0
24,0,1,2,0,0,0,0,0,0,0,18,6,3.740601562950723,1,-1,1,14,3,0,18,2,0,4,0
50,0,1,3,0,0,0,0,0,0,1,39,10,4.233269689515107,1,-1,1,193,1,1,18,1,0,4,0
126,0,3,4,1,0,0,0,0,0,15,93,18,4.7008103025168735,0,-1,1,0,0,0,0,0,0,0,1
39,0,1,2,0,0,0,0,0,0,0,30,9,4.162980744225907,1,-1,1,24,109,1,45,2,0,0,0
102,0,0,1,1,0,0,0,0,0,20,70,12,4.585580221161115,0,-1,0,0,0,0,0,0,0,0,1
31,0,1,2,0,0,0,0,0,0,2,23,6,4.147114052043201,0,-1,1,0,0,0,0,0,0,0,0
86,0,2,3,1,0,0,0,0,0,24,50,12,5.102851527630876,0,-1,0,0,0,0,0,0,0,0,1
78,0,1,2,4,0,0,0,0,0,8,55,15,4.658557949765055,1,-1,1,3,44,1,12,0,0,10,0
29,0,1,3,0,0,0,0,0,0,0,22,7,3.8573068568981284,1,-1,1,1,0,0,0,0,0,0,0
33,0,1,2,0,0,0,0,0,0,7,19,7,4.309101316131471,0,-1,1,0,0,0,0,0,0,0,0
27,0,0,1,1,0,0,1,0,0,0,20,7,3.8659986132745803,0,-1,0,0,0,0,0,0,0,0,1
24,0,1,2,0,0,0,0,0,0,0,18,6,3.6572682296173893,1,-1,1,12,0,1,19,1,0,0,0
39,0,1,2,0,0,0,0,0,0,0,32,7,3.9233659245349726,1,-1,1,30,83,0,26,1,0,7,0
28,0,1,2,1,0,0,0,0,0,0,22,6,4.208966082694624,0,-1,1,2,1,0,4,0,0,0,0
87,0,1,2,0,0,0,0,1,0,11,67,9,5.089511243413619,0,-1,1,0,0,0,0,0,0,0,1
43,0,1,2,0,0,0,0,0,0,0,35,8,4.106984383697434,0,-1,1,0,0,0,0,0,0,0,0
27,0,1,2,0,0,0,0,0,0,0,21,6,3.810081020521731,0,-1,1,10,169,1,31,1,0,0,0
101,0,1,2,9,0,0,0,0,0,8,74,19,4.51960578309583,0,-1,1,90,20,0,39,1,0,1,0
60,0,1,3,3,0,0,1,0,0,0,50,10,4.264468304875447,0,-1,1,5,16,1,22,0,0,3,0
38,0,1,3,0,0,0,0,0,0,0,29,9,4.306494947369445,0,-1,1,41,20,1,39,0,0,0,0
19,0,0,1,0,0,0,0,0,0,0,14,5,3.7474130395316396,1,-1,1,0,0,0,0,0,0,0,1
137,0,1,3,0,0,0,0,0,0,36,58,43,3.922508200422574,1,-1,1,4,1,1,11,2,0,0,0
